INSTNM,CITY,STABBR,ZIP,CONTROL,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,BOOKSUPPLY,NPT4_PUB,NPT4_PRIV,PFTFAC,ADM_RATE,C100_4,MD_EARN_WNE_P6,MD_EARN_WNE_P8,MD_EARN_WNE_P10
Purdue University - Purdue Polytechnic Lafayette,Lafayette,IN,47903,1,nan,nan,6518.0,15579.0,nan,nan,nan,nan,nan,nan,nan,54717.0,58904.0,65257.0
Purdue University - Purdue Polytechnic Vincennes,Vincennes,IN,47591,1,nan,nan,6342.0,6342.0,nan,nan,nan,nan,nan,nan,nan,54717.0,58904.0,65257.0
ECPI University-Newport News,Newport News,VA,23606,3,nan,nan,16639.0,16639.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University-Greensboro,Greensboro,NC,27409-3642,3,nan,nan,16639.0,16639.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University-Charlotte,Charlotte,NC,28208,3,nan,nan,16639.0,16639.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University-Greenville,Greenville,SC,29615-1603,3,nan,nan,16639.0,16639.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University-Manassas,Manassas,VA,20109-1603,3,nan,nan,17119.0,17119.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University-Charleston,North Charleston,SC,29420-1603,3,nan,nan,16639.0,16639.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University-Raleigh,Raleigh,NC,27613-1603,3,nan,nan,16639.0,16639.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University-Columbia,Columbia,SC,29210-1603,3,nan,nan,16639.0,16639.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University-Concord,Charlotte,NC,282621603,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University-Culinary Institute of Virginia,Norfolk,VA,23513-1603,3,nan,nan,16639.0,16639.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University-Virginia Beach Health Sciences,Virginia Beach,VA,23462-1603,3,nan,nan,16639.0,16639.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University-Richmond South,Richmond,VA,23236-1603,3,nan,nan,16639.0,16639.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University-Innsbrook,Glen Allen,VA,23060-1603,3,nan,nan,16639.0,16639.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University-Richmond West,Richmond,VA,23294-1603,3,nan,nan,16639.0,16639.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University - Roanoke,Roanoke,VA,24012-1603,3,nan,nan,16639.0,16639.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University - Orlando,Lake Mary,FL,32746-2197,3,nan,nan,21816.0,21816.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University - Culinary Institute of Virginia - Newport News,Newport News,VA,23606-3320,3,nan,nan,16639.0,16639.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
ECPI University - San Antonio,San Antonio,TX,78229-3642,3,nan,nan,16639.0,16639.0,nan,nan,nan,nan,nan,nan,nan,34780.0,35440.0,36822.0
Vista College Amarillo,Amarillo,TX,79108,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22686.0,24461.0,25091.0
Vista College Lubbock,Lubbock,TX,79414,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22686.0,24461.0,25091.0
Computer Career Center-Las Cruces,Las Cruces,NM,88011,3,nan,nan,15825.0,15825.0,nan,nan,nan,nan,nan,nan,nan,22686.0,24461.0,25091.0
Vista College-Beaumont,Beaumont,TX,77701,3,nan,nan,15825.0,15825.0,nan,nan,nan,nan,nan,nan,nan,22686.0,24461.0,25091.0
Vista College-Longview,Longview,TX,75604,3,nan,nan,15825.0,15825.0,nan,nan,nan,nan,nan,nan,nan,22686.0,24461.0,25091.0
Vista College-Killeen,Killeen,TX,76541,3,nan,nan,15825.0,15825.0,nan,nan,nan,nan,nan,nan,nan,22686.0,24461.0,25091.0
Vista College - College Station,College Station,TX,778405107,3,nan,nan,15825.0,15825.0,nan,nan,nan,nan,nan,nan,nan,22686.0,24461.0,25091.0
Vista College - Ft. Smith,Ft. Smith,AR,729032629,3,nan,nan,15825.0,15825.0,nan,nan,nan,nan,nan,nan,nan,22686.0,24461.0,25091.0
Vista College - Lake Charles,Lake Charles,LA,706016961,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22686.0,24461.0,25091.0
Northwest Technology Center-Fairview,Fairview,OK,73737,1,nan,nan,nan,nan,2100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Rob Roy Academy - Woonsocket,Woonsocket,RI,02895-3210,3,nan,nan,nan,nan,14750.0,nan,nan,nan,nan,nan,nan,22486.0,27228.0,22887.0
Nuvani Institute-Uvalde,Uvalde,TX,78801-5242,3,nan,nan,nan,nan,14600.0,nan,nan,nan,nan,nan,nan,14711.0,17232.0,20474.0
Nuvani Institute-Del Rio,Del Rio,TX,78840-5865,3,nan,nan,nan,nan,14600.0,nan,nan,nan,nan,nan,nan,17631.0,18230.0,20144.0
Nuvani Institute-North Campus,Austin,TX,78717-5865,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17631.0,18230.0,20144.0
Nuvani Institute-South Campus,Austin,TX,78745-5865,3,nan,nan,nan,nan,14600.0,nan,nan,nan,nan,nan,nan,17631.0,18230.0,20144.0
Everglades University-Orlando,Maitland,FL,32751-0000,2,nan,nan,18320.0,18320.0,nan,nan,nan,nan,nan,nan,nan,37614.0,38571.0,43794.0
Everglades University-Sarasota,Sarasota,FL,34240-0000,2,nan,nan,18320.0,18320.0,nan,nan,nan,nan,nan,nan,nan,37614.0,38571.0,43794.0
Everglades University - Tampa,Tampa,FL,33609,2,nan,nan,18320.0,18320.0,nan,nan,nan,nan,nan,nan,nan,37614.0,38571.0,43794.0
Everglades University - Miami,Miami,FL,33183,2,nan,nan,18320.0,18320.0,nan,nan,nan,nan,nan,nan,nan,37614.0,38571.0,43794.0
Florida National University-South Campus,Miami,FL,33175-2478,3,nan,nan,13688.0,13688.0,nan,nan,nan,nan,nan,nan,nan,27417.0,26869.0,29148.0
Florida National University Training Center,Hialeah,FL,33012-2478,3,nan,nan,13688.0,13688.0,nan,nan,nan,nan,nan,nan,nan,27417.0,26869.0,29148.0
Connecticut Aero Tech  School,Hartford,CT,06114,1,nan,nan,nan,nan,7250.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Northern Career Institute - Willoughby,Willoughby,OH,440943328,1,nan,nan,8900.0,8900.0,nan,nan,nan,nan,nan,nan,nan,42207.0,39694.0,40257.0
Indian Capital Technology Center-Sallisaw,Sallisaw,OK,74955,1,nan,nan,nan,nan,4207.0,nan,nan,nan,nan,nan,nan,28906.0,25980.0,26683.0
Indian Capital Technology Center-Stilwell,Stilwell,OK,74960,1,nan,nan,nan,nan,4207.0,nan,nan,nan,nan,nan,nan,28906.0,25980.0,26683.0
Indian Capital Technology Center-Tahlequah,Tahlequah,OK,74464,1,nan,nan,nan,nan,2100.0,nan,nan,nan,nan,nan,nan,28906.0,25980.0,26683.0
Central California School of Continuing Education -,Coalinga,CA,93210-1901,3,nan,nan,9895.0,9895.0,nan,nan,nan,nan,nan,nan,nan,33407.0,37827.0,42718.0
Compu-Med Vocational Careers Corp,Miami,FL,33165,3,nan,nan,nan,nan,7800.0,nan,nan,nan,nan,nan,nan,19119.0,19469.0,20077.0
Osceola Technical College - St. Cloud Campus,St. Cloud,FL,34769-6017,1,nan,nan,nan,nan,6075.0,nan,nan,nan,nan,nan,nan,31360.0,35671.0,38179.0
Osceola Technical College - Poinciana Campus,Kissimmee,FL,34759-3328,1,nan,nan,nan,nan,5913.0,nan,nan,nan,nan,nan,nan,31360.0,35671.0,38179.0
Southeastern College-Miami Lakes,Miami Lakes,FL,33015,3,nan,nan,20246.0,20246.0,nan,nan,nan,nan,nan,nan,nan,32438.0,34120.0,32929.0
Strayer University-Rockville Campus,Rockville,MD,20850,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Anne Arundel Campus,Millersville,MD,21108,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-White Marsh Campus,Baltimore,MD,21236,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Owings Mills Campus,Owings Mills,MD,21117,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Santa Barbara Business College - Ventura,Ventura,CA,93003-8053,3,nan,nan,11558.0,11558.0,nan,nan,nan,nan,nan,nan,nan,29834.0,31338.0,34872.0
Little Priest Tribal College - Ho Chunk Centre,Sioux City,IA,511020600,1,nan,nan,5140.0,5140.0,nan,nan,nan,nan,nan,nan,nan,23098.0,12089.0,25539.0
Blue Cliff College,Metairie,LA,70006-0000,3,nan,nan,nan,nan,21305.0,nan,nan,nan,nan,nan,nan,18438.0,20033.0,23118.0
Texas Barber College - Branch Campus #1,Dallas,TX,75241,3,nan,nan,nan,nan,14500.0,nan,nan,nan,nan,nan,nan,18147.0,18974.0,21602.0
Texas Barber College - Branch Campus #2,Dallas,TX,75228,3,nan,nan,nan,nan,14500.0,nan,nan,nan,nan,nan,nan,18147.0,18974.0,21602.0
Texas Barber College - Branch Campus #5,Houston,TX,77022,3,nan,nan,nan,nan,14500.0,nan,nan,nan,nan,nan,nan,18147.0,18974.0,21602.0
Strayer University-Nashville Campus,Nashville,TN,37210,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Shelby Oaks Campus,Memphis,TN,38133,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Knoxville Campus,Knoxville,TN,37929,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Delaware County Campus,Springfield,PA,19064,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Center City Campus,Philadelphia,PA,19102,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Lower Bucks County Campus,Trevose,PA,19053,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Warrendale Campus,Warrendale,PA,15086,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Allentown Campus,Allentown,PA,18101,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Advanced College-Stockton,Stockton,CA,95120-3145,3,nan,nan,nan,nan,32325.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Advanced College - Salida,Salida,CA,95368-9072,3,nan,nan,nan,nan,32325.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Stellar Career College - Chicago IL,Chicago,IL,60606-0000,3,nan,nan,nan,nan,19000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Industrial Technical College - Naguabo,Naguabo,PR,00718-0000,3,nan,nan,7020.0,7020.0,nan,nan,nan,nan,nan,nan,nan,15820.0,16421.0,21755.0
Leston College -,Isabela,PR,00662-0000,3,nan,nan,nan,nan,10056.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Blake Austin College Beauty Academy,Vacaville,CA,95688-3123,3,nan,nan,nan,nan,21495.0,nan,nan,nan,nan,nan,nan,34184.0,36972.0,42768.0
Aviator College of Aeronautical Science & Technology -  Kissimmee,Kissimmee,FL,34741-4620,3,nan,nan,15250.0,15250.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Institute of Health & Technology- Jackson,Jackson,MS,39206,3,nan,nan,nan,nan,10900.0,nan,nan,nan,nan,nan,nan,19339.0,21228.0,37199.0
Rasmussen University-Aurora,Aurora,IL,60506-6219,3,nan,nan,12311.0,12311.0,nan,nan,nan,nan,nan,nan,nan,32226.0,32753.0,35667.0
Rasmussen University-Romeoville/Joliet,Romeoville,IL,60446-6219,3,nan,nan,12311.0,12311.0,nan,nan,nan,nan,nan,nan,nan,32226.0,32753.0,35667.0
Rasmussen University-Mokena/Tinley Park,Mokena,IL,60448-6219,3,nan,nan,12311.0,12311.0,nan,nan,nan,nan,nan,nan,nan,32226.0,32753.0,35667.0
Strayer University-Maitland Campus,Maitland,FL,32751,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Orlando East Campus,Orlando,FL,32826,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Sand Lake Campus,Orlando,FL,32819,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Baymeadows Campus,Jacksonville,FL,32256,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Palm Beach Gardens Campus,Palm Beach Gardens,FL,33410,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Fort Lauderdale Campus,Fort Lauderdale,FL,33312,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Miramar Campus,Miramar,FL,33027,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Make-up Designory,New York,NY,10006,3,nan,nan,nan,nan,21538.0,nan,nan,nan,nan,nan,nan,28285.0,26680.0,43190.0
Academy Di Capelli -,East Hartford,CT,06108-3839,3,nan,nan,nan,nan,18930.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dayton School of Medical Massage-Lima,Lima,OH,45806,3,nan,nan,17670.0,17670.0,nan,nan,nan,nan,nan,nan,nan,24746.0,26938.0,27485.0
Cincinnati School of Medical Massage,Cincinnati,OH,45242,3,nan,nan,17670.0,17670.0,nan,nan,nan,nan,nan,nan,nan,24746.0,26938.0,27485.0
Cleveland Institute of Medical Massage,Middleburg Heights,OH,44130,3,nan,nan,17670.0,17670.0,nan,nan,nan,nan,nan,nan,nan,24746.0,26938.0,27485.0
Columbus School of Medical Massage,Dublin,OH,43017-3305,3,nan,nan,17670.0,17670.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CCI Training Center,Dallas,TX,75231,3,nan,nan,nan,nan,13070.0,nan,nan,nan,nan,nan,nan,34095.0,34345.0,30871.0
Strayer University-Huntsville Campus,Huntsville,AL,35805,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University - Montgomery Campus,Montgomery,AL,36104-3529,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Strayer University - Decatur Campus,Decatur,AL,356012319,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Rasmussen University-Wausau,Wausau,WI,54401-7804,3,nan,nan,11879.0,11879.0,nan,nan,nan,nan,nan,nan,nan,32226.0,32753.0,35667.0
Coastline Beauty College - Hemet,Hemet,CA,92545-3661,3,nan,nan,nan,nan,4800.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Academy of Hair Design - Austin,Austin,TX,78741-1338,3,nan,nan,nan,nan,12750.0,nan,nan,nan,nan,nan,nan,21365.0,20093.0,23248.0
Bryant & Stratton College-Bayshore,Glendale,WI,53217,3,nan,nan,17713.0,17713.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bryant & Stratton College-Racine,Mount Pleasant,WI,53406-4375,3,nan,nan,18451.0,18451.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Strayer University-North Charlotte,Concord,NC,28027,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-South Charlotte,Charlotte,NC,28273,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-North Raleigh Campus,Raleigh,NC,27616,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Greensboro Campus,Greensboro,NC,27407,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Huntersville Campus,Huntersville,NC,28078,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-South Raleigh Campus,Raleigh,NC,27603,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Willingboro Campus,Willingboro,NJ,08046,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Piscataway,Piscataway,NJ,08854,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Cambridge College of Healthcare & Technology,Atlanta,GA,30342-1731,3,nan,nan,14908.0,14908.0,nan,nan,nan,nan,nan,nan,nan,38950.0,46614.0,nan
Celebrity School of Beauty - Hialeah,Hialeah,FL,33012-3110,3,nan,nan,nan,nan,4045.0,nan,nan,nan,nan,nan,nan,15089.0,14396.0,nan
Jersey College,Tampa,FL,33619-0000,3,nan,nan,nan,nan,33082.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jersey College,Ewing,NJ,08638-3957,3,nan,nan,nan,nan,33082.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jersey College,Jacksonville,FL,32256-2012,3,nan,nan,nan,nan,33082.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jersey College,Sunrise,FL,33351,3,nan,nan,nan,nan,33082.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jersey College,Largo,FL,33774-1035,3,nan,nan,nan,nan,39490.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Utah County Campus,Orem,UT,84058-0000,3,nan,nan,nan,nan,14450.0,nan,nan,nan,nan,nan,nan,24970.0,27811.0,nan
Liberty Junior College - DBA Liberty Technical Institute,Orlando,FL,328072807,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
L'esprit Academy - Royal Oak,Royal Oak,MI,48067-3825,3,nan,nan,nan,nan,18515.0,nan,nan,nan,nan,nan,nan,18881.0,19023.0,nan
National Career Institute - Jersey City Branch,Jersey City,NJ,073064300,3,nan,nan,nan,nan,9900.0,nan,nan,nan,nan,nan,nan,19015.0,22822.0,nan
Strayer University-Cobb Campus,Atlanta,GA,30339,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Morrow Campus,Morrow,GA,30260,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Roswell Campus,Roswell,GA,30076,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Douglasville Campus,Douglasville,GA,30135,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Lithonia Campus,Lithonia,GA,30038,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Savannah Campus,Savannah,GA,31405,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Augusta Campus,Augusta,GA,30909,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Columbus Campus,Columbus,GA,31901-2523,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Macon Campus,Macon,GA,31201-3410,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Columbia Campus,Columbia,SC,29210,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Charleston Campus,North Charleston,SC,29418,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Northwest Houston,Houston,TX,770645768,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Cedar Hill,Cedar Hill,TX,75104-5768,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-North Dallas,Dallas,TX,752515768,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-San Antonio,San Antonio,TX,78216-5768,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Stafford,Stafford,TX,77477-5768,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Strayer University-Northwest Houston Campus,Houston,TX,77064-5768,3,nan,nan,13515.0,13515.0,nan,nan,nan,nan,nan,nan,nan,30628.0,34329.0,43590.0
Unitek College,Fremont,CA,94538-3185,3,nan,nan,35284.0,35284.0,nan,nan,nan,nan,nan,nan,nan,55238.0,67376.0,nan
Universal Spa Training Academy - Tyler's Beauty and Spa Academy,Bradenton,FL,342072417,3,nan,nan,nan,nan,16850.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Keweenaw Bay Ojibwa Community College - Wabanung Campus,L'Anse,MI,49946-0000,1,nan,nan,950.0,950.0,nan,nan,nan,nan,nan,nan,nan,22038.0,nan,nan
Cinta Aveda Institute - San Jose,San Jose,CA,95113-0000,3,nan,nan,nan,nan,22175.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Southern California Health Institute (SOCHI) - North Hollywood,North Hollywood,CA,91601-2028,3,nan,nan,nan,nan,14700.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Aveda Institute Rochester,Rochester,MN,55902-2110,3,nan,nan,nan,nan,20000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - Newark,Newark,NJ,07102,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - New Orleans,New Orleans,LA,70113,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - Delaware,Wilmington,DE,19801,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - Memphis,Memphis,TN,38104,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - Houston,Houston,TX,77036,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - Chicago,Chicago,IL,60608,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - Baton Rouge,Baton Rouge,LA,70801,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - Philadelphia & Camden,Philadelphia,PA,19122-4906,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - Denver,Denver,CO,80211-2534,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - Nashville,Nashville,TN,37206,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - San Antonio,San Antonio,TX,78212,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - Dallas-Fort Worth,Dallas,TX,75232,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - Washington D.C,Washington,DC,20002,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - Atlanta,Atlanta,GA,30317,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - California,San Jose,CA,95110-3719,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relay Graduate School of Education - Indiana,Indianapolis,IN,46218,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Salon Institute - Columbus Campus,Lewis Center,OH,43035-9153,3,nan,nan,nan,nan,19950.0,nan,nan,nan,nan,nan,nan,17092.0,nan,nan
Medspa Academies - NIMA National Institute of Modern Aesthetics,Las Vegas,NV,891696745,3,nan,nan,nan,nan,15050.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Digital Film Academy - Atlanta,Atlanta,GA,30303-2913,3,nan,nan,nan,nan,26110.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Rasmussen University - Overland Park,Overland Park,KS,66210-2786,3,nan,nan,11777.0,11777.0,nan,nan,nan,nan,nan,nan,nan,32226.0,32753.0,35667.0
Rocky Vista University - Southern Utah,Ivins,UT,84738-6756,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Designer Barber & Stylist School -,Springdale,AR,72762-0990,3,nan,nan,nan,nan,14910.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sharp Edgez Barber Institute - Buffalo,Buffalo,NY,14217-0000,3,nan,nan,nan,nan,8500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Networks Barber College,Chicago,IL,60628-2503,3,nan,nan,nan,nan,18200.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Networks Barber College,Chicago,IL,60636-3004,3,nan,nan,nan,nan,18200.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
East-West Healing Arts Institute - Milwaukee,Shorewood,WI,53211-1232,3,nan,nan,nan,nan,12975.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Alliance Computing Solutions - NYC,New York,NY,10018-4313,3,nan,nan,nan,nan,11100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bay Area Medical Academy - San Jose Satellite Location,San Jose,CA,95113,3,nan,nan,nan,nan,14958.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
High Desert Medical College - Bakerfield,Bakersfield,CA,93301,3,nan,nan,nan,nan,46637.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
High Desert Medical College - Temecula,Temecula,CA,92592,3,nan,nan,nan,nan,46637.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
